id,company_name,review_date,review_title,review_body_text,overall_review_rating,job_title,location,employee_flag,rating_work_life_balance,rating_compensation_benefits,rating_job_security_advancement,rating_management,rating_culture_values,pros_text,cons_text,page_number,start_offset,source_url
75,Public-Bank-Berhad,22/5/2025,Good bonus and benefit,Good bonus and benefit. For career growth depends on department and bosses. They easily hire fresh grad. No work life balance and they will pressure you all the time,3,Assistant manager,Kuala Lumpur,current,1,5,3,3,3,Benefit and bonus,Office politics,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
76,Public-Bank-Berhad,16/5/2025,Best,Traditional type of work experience. Good place to learn for fresh. Typical corporate company with a lot of procedures and ethics that you need to follow.,5,,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
77,Public-Bank-Berhad,14/5/2025,Best,"What is the work environment and culture like at the company? The company has a fast-paced and high-performance work culture that challenges you to grow. While expectations are high, it encourages resilience and strong work ethics. It’s a place where dedication and hard work are key to success. What is a typical day like for you at the company? A typical day is dynamic and fast-moving, with everyone focused and efficient. There's always something happening, which keeps the work engaging and helps sharpen multitasking and time management skills",5,Sales,Johor Bahru,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
78,HSBC,13/5/2025,Fun place to work,"best work environment, encourage speak-up culture, management and colleagues are friendly and helpful. Learn a lot from them. The staff benefits were good.",5,CCSS Senior Team Manager,Kuala Lumpur,former,4,5,5,5,5,strong staff engagement,Remuneration not as expectation,1,0,https://malaysia.indeed.com/cmp/HSBC/reviews
79,RHB Bank Berhad,7/5/2025,Good for fresh grad,"Good environment, good salary, will give u experience, but compared to other commercial bank, rhb is like medium. Not many clients will prefer rhb. The name is not top.",4,Business development manager,Penang,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
80,RHB Bank Berhad,7/5/2025,Not bad,Overall not bad. Lack increment and bonus. Working hour not flexible. Not good to stay for a long time. Working environment can be improved. Team members are good.,3,clerk,Selangor,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
81,maybank,6/5/2025,"Department-dependent, decent experience","My internship experience was okay overall. It really depends on which department you’re placed in—if you end up in the right one, it’s easier to fit in and there’s a better chance of getting absorbed into the company. The allowance was given based on the number of days you worked, which might not work for everyone expecting a fixed monthly pay. Honestly the people in my team are nice, but in terms of workloads there weren’t much that interns are allowed to do as it is customer’s privacy matters.",3,Internship Trainee,Menara Maybank,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
82,Cimb-Group,5/5/2025,"Learn a lot, good managers","The work environment is fast-paced, with supportive senior colleagues and ample opportunities to learn. However, the role requires a significant amount of self-directed learning. Overall, it provides a valuable experience for fresh graduates to develop their skills and grow their careers",5,Intern,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
83,Ocbc,5/5/2025,High inbound rate and very stressful,"As a fresh grad I thought would capable to learn something , but they failed my expectations, too stressful and unable to handle it, very very lousy management",2,Contact Center Representative,Malaysia,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Ocbc-3/reviews
84,Ocbc,1/5/2025,Good experience,Good experience Various benefits and care on employee. Have 7 days block leave every year to get away from work. Many other benefits for claim as well and,5,,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Ocbc-3/reviews
85,Cimb-Group,23/4/2025,Mid,"I interned at CIMB Bank hoping for a dynamic learning experience, but overall, it fell short of expectations. Most of my time was spent on repetitive, low-impact assignments that didn’t contribute much to my growth or understanding of the banking sector.",2,Intern,KL Sentral,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
86,HSBC,18/4/2025,Productive and fun workplace,"My internship experience has been incredibly rewarding. I had the chance to work on real-world projects, apply my skills, and learn from talented professionals. The team was supportive and always willing to offer guidance, helping me grow both personally and professionally. I gained valuable insights into marketing and developed a stronger foundation for my career. Overall, this experience has been enriching, and I’m grateful for the opportunity to have been part of such a dynamic environment.",4,Intern,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/HSBC/reviews
87,United Overseas Bank,16/4/2025,No work life balance,No work life balance Pay is high Stressful working place Good benefit Politic environment Annual leave a lot Manager stress Long working hour Good place to learn,2,,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews
88,Public-Bank-Berhad,12/4/2025,Intense pressure & high expectations,Intense pressure & high expectations. Very Chinese man and traditional way of approaching work. Expected to OT everday and even on weekends without getting paid OT.,2,Credit Analyst,Sarawak,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
89,Public-Bank-Berhad,11/4/2025,Not a good choice,"I am currently working there as a Management Trainee, i find it even in a week it is too overwhelming. The management is on another whole different level, they tend to stick with the paper based era whereas people are going towards technologies. I would say run while you can, there is no good employee welfare, pantry is provided but not with food, works are expected to be learnt in one go despite learning phase. Superiors are just not very welcoming, there is this heavy aura around them. Working here means forgetting of going back on time, the very first day itself the manager told me "" here i don't want people to go back on time"" usual working time is from 08:45 am to 5:45pm but you are required to work more but none is claimable. Basically speaking no one goes back on time sharp 05:45pm. Overall the management and the way they handle the process of everything is super old school, they still have typewriters to write on vouchers. therefore, explore other firm or field this place is not recommended for the sake of sanity.",2,Management Trainee,Pahang,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
90,Cimb-Group,10/4/2025,Fun,great place to work and grow. Superior guidance all the time. Great benefits. Nice working environment and space. Flexible working hours. Cons - distance,5,Manager,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
91,RHB Bank Berhad,6/4/2025,good environment and supportive,"No increment, not offered as permanent position even though work more than 3years, low benefit. It is not wrong to use the offer contract thru agency but if the employee already work more than 1 year with a good results, offer them permanent position.",3,collection officer,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
92,HSBC,29/3/2025,Experience Raw Adulting,"Bosses with mood swings, low salary, terrible growth opportunities BUT an opportunity to also learn about banking systems and its SOPs? Look no further! HSBC is here :)",2,Customer Service Representative,Cyberjaya,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/HSBC/reviews
93,Public-Bank-Berhad,28/3/2025,Profesional Environment,"Didnt work here, but got the chances to be interviewed but unfortunately, it didnt goes really well. The interview process was nice tho, the hr seems professional. They call u right after seeing ur resume",4,,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
94,RHB Bank Berhad,23/3/2025,Flexible working mode,The trust is given by allowing you to empower the action to complete your work & you are able to work from home. I hope for a better insurance benefit for dependents & salary base.,4,,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
95,Public-Bank-Berhad,20/3/2025,High expectation and workload,"Pros: Bonus and increment consistently high every year medical benefits great teammates, almost no politics Cons: 1 person would do jobs of 3 people at other banks Expected to learn on the go old tech and equipment",4,Assistant Manager,Kuala Lumpur,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
96,Cimb-Group,15/3/2025,Gap between newbie and managers,"I used to work at CIMB as financial analyst, working environment is fine but somehow I saw that everyone is trying really hard to appeal bosses which",3,,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
