id,company_name,review_date,review_title,review_body_text,overall_review_rating,job_title,location,employee_flag,rating_work_life_balance,rating_compensation_benefits,rating_job_security_advancement,rating_management,rating_culture_values,pros_text,cons_text,page_number,start_offset,source_url
470,Cimb-Group,27/2/2023,Nice Company,"Good culture, The management is helpful and new innovation is happening everyday. The benefits are par with industry. Hybrid working environment and nice colleagues.",4,Director,Kuala Lumpur,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=60
471,RHB Bank Berhad,27/2/2023,Stressful working environment,"The worst place to work, selfish surroundings, unfair evaluation, meeting during lunch time, reporting till late night, on call 7days per week. Communication breakdown between regional sales head and subordinate.",1,Manager,Klang Valley,former,1,1,1,1,1,Incentive,Force to pass Target and meeting morning at places more than >50km,4,60,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=60
472,maybank,26/2/2023,Good bank if youre looking for experiences,"Good benefit if holding non-sales position, vice versa. For sales position, please find good location and big branch with sales manager and senior with same position available in branch",3,Personal financial advisor,Selangor,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=60
473,Public-Bank-Berhad,22/2/2023,No career progress,"Sick management. Staff promotion depend on Manager. When you got the chance to promote, manager declined it by not lettting staff to transfer. Many lazy staff in the branch.",3,Credit analyst,Selangor,current,0,0,0,0,0,,,6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
474,Ocbc,16/2/2023,professional and caring organisation,you will find wonderful people here. It is people culture. Financial system is well established over the years and the management always emphasized on sustainability,5,Operatons Head Branch Banking,Seremban,former,5,5,5,5,5,birthday celebration for staff,voices from lower base may not be heard due to high activity of the management,2,20,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=20
475,RHB Bank Berhad,15/2/2023,Productive and competitive surrounding,"I am so gladful that i have been able working in here as i received so much benefits and possesed so many useful skills, as well as maintaining patience during solving cases. Working here also taught me to be self-reliant and critical thinking while assisting customers on field. Plus, i had a good leader who has been patiently guide me step by step, which inspired me not to give up easily.",5,Customer Service Agent,Petaling Jaya,former,5,5,5,4,5,Annual leave,Not many option for food stalls,4,60,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=60
476,HSBC,11/2/2023,Productive and fun,Good environment and colleague that always support each other. The incentive is bad on ranking and the relationship between you and th e direct reporting manager,3,Premier Relationship Manager,Kuala Lumpur,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/HSBC/reviews?start=40
477,Bank-Rakyat,9/2/2023,fun experience,"definitely fun experience. my supervisor was really helpful and patient with me. but i do not quite favour the late allowance payment as commuting daily to work requires money too and for food, so we do really need the money as much as the employees",4,Intern,Bangsar,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews
478,Cimb-Group,8/2/2023,I love working at here,"This place is so good to start your career also the salary is high. i learn a lot at here. The manager is nice, the colleague is supportive. Love it!! But you need to handle stress because of the customer is really drive you crazy.",5,Bank Officer Recovery,Kuala Lumpur,former,4,5,5,5,5,Salary good,Work life balance,4,60,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=60
479,Public-Bank-Berhad,7/2/2023,Close minded company,"Everything depends on your team, learning opportunities, working culture, etc. SOP is very strict, everything requires your superior to get approval from management, for example: internet access, tools, etc.",3,Analyst Programmer,Bangi,former,3,3,1,3,2,,Long working hour,6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
480,HSBC,6/2/2023,Stressful yet competitive benefits,Stressful yet competitive benefits monthly kahoot games monthly foodpanda voucher management not supportive stressful job nature have to learn a lot in a short training period but you will get used to it,3,CCSS REPRESENTATIVE,Cyberjaya,former,1,4,2,1,1,"benefits, 30 days annual leave",stressful job nature,3,40,https://malaysia.indeed.com/cmp/HSBC/reviews?start=40
481,HSBC,3/2/2023,Work culture,not typically traditional work culture. modern and advance interm of technology. good career advancement if perform well. Good place to start your career can learn many things. recomended,4,GSE,TRX,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/HSBC/reviews?start=40
482,HSBC,3/2/2023,Fun at work place,"The boss are very friendly, less stress and the working environment are great. Learn more new things and skills. Work life balance and have group discussions every week",5,Housing Loan Officer,Kuala Lumpur,former,5,5,5,5,5,Work life balance,Nope,3,40,https://malaysia.indeed.com/cmp/HSBC/reviews?start=40
483,Ocbc,30/1/2023,Bad management and stressful environment,"Fast paced, training less than a month. But bad management and environment as well. -Culture not so bad, but they will expect you to be more productive. -Workplace not fun -short break time, not even give 30 minutes one day, sometimes they ask you why you take long break. -Many staff resign because with their management",3,Customer Service Executive,Bangsar,current,2,4,3,3,2,Can claim every using panel,"No worklife balance, stressful with management.",2,20,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=20
484,United Overseas Bank,27/1/2023,High salary but stress environment,"I was hired with contract because this job is high turnover, no wonder lo. If you didn't not finish the contract time, you will be charge Rm2500 to pay to them as the training bond. The job was so stressing your mind. Everyday have to hear complaints which is the part of the job. If you priorities your mental health, I do not recommend this job. They have the kpi you need to meet, they always keep telling you to shorten the time call but you need to wrap in CRM. It so stressful. If the queries still pending and appeal, you still need to keep on updates where we have many calls that we tend to forget. I got anxiety because always intimidate with the calls. If you handle chat or email, I still consider, but if inbound or outbound calls, think on your mental health. Pros- if you achieve target on that day, they will treat the meal. They provide free beverage vending machine which provide you coffee, cordial and refreshing beverage. You have 1 hour break. Then 30 minutes extra. You have to sacrifice your time because some shift can end at 1am, and start at 6am. Salary is high for fresh graduate which is 2.7k. Your manager is so supportive and understanding, but the call environment too stressful. 4 minutes from lrt ampang Park, which in located at intermark mall.",3,Contact Center Agent,Ampang Park,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=40
485,United Overseas Bank,20/1/2023,The salary is good,The salary is good for fresh graduates. However the there are too much workload and follow up need to be done after end shift. Too often I need to stay back after end shift to complete work amd cannot claim OT as it only count if taking calls.,3,Customer Service Representative,Kuala Lumpur,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=40
486,HSBC,18/1/2023,Terrible management,"All chaos. Mass hiring but no proper process and management. Well, it's fine at least they tried but still for me terrible. From the day of my interview now, it's been 3 months that I'm with HSBC, the management still poor.",3,Global Support Executive,Kuala Lumpur,current,2,3,3,1,5,Casual dress code,Strict to work time,3,40,https://malaysia.indeed.com/cmp/HSBC/reviews?start=40
487,maybank,17/1/2023,Good salary,High responsibilities Learning new things Thinking out of box Experiencing handling foreign bankers Working hours is very sufficient Many benefits were offered to staff,5,TRADE FINANCE RELATIONSHIP EXECUTIVE,Johor Bahru,former,3,5,4,4,4,,,4,60,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=60
488,maybank,14/1/2023,Admin work,"Nothing much to do because it was pandemic period and it was also towards end of the year when colleagues were starting to clear their leaves, and a few caught covid and everyone had to self-quarantine at home. In the end the work i was given to do were mostly boring admin work, even when you ask other colleagues for work they said they had nothing for me. Couldn’t learn much from anyone. But everyone was generally nice and friendly.",3,Intern,Kuala Lumpur,former,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=60
489,Cimb-Group,13/1/2023,Cashlite,"Best place to work. The environment is very healthy and got so much support from colleagues and managers. Eventhough there's challenges in doing sales, but when there's team spirit, you will be able to achieve everything",5,Telemarketing Consultant,Kuala Lumpur,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=60
490,Public-Bank-Berhad,12/1/2023,Bad working environment,High volumes Seniors are unwilling to teach & help. Managers - some old folks who is bad with computer (don't even know how to use excel...print out reports to check & use long ruler to check the alignment...) Gosh...,2,Management Trainee,Kuala Lumpur,former,0,0,0,0,0,,,6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
491,Public-Bank-Berhad,12/1/2023,They have a very bad work life balance for any job that is in the Hire Purchase Department unless you are applying for a clerk position,"They hope that you work more than the scheduled work hours and they do not compensate for OT, and the management (Hire Purchase Department) hate to see that their workers go back on time even if you have completed your work you still need to act busy and then go back at 8pm or 9 pm (schedule working hours are 8.45am - 5.45pm). If you think that bank benefits are good, you are wrong too, the benefits are all the same with any established companies just the extra thing is that if you work with them you will easily get loans from them, but then again they're pay is not high and the loan benefit is just basically paying back to the people who pays you to work there, and they receive your money with interest, is a win-win situation for them. You will get special housing loan rate with them but if you quit your job your housing interest will increase back to any normal people's interest rate. Bonuses and increment, bonus for HP department is minimum 2 months basic pay, but if you take those 2 months Bonuses and divided by 12 months and you calculate that you work an extra hour every single day, is not even enough to say that that bonuses paid your extra one hour (OT) you worked for that year. Is less then 1.5 times of the OT rate. But considering that they wish you to work until 8 pm, the bonus is not really a bonus anymore if you see it this way, you can be paid more if a company actually pays for OT. They have a performance bonuses is separately paid from the 2 months minimum bonus, this performance bonus can reach up to 6 months pay,only special cases will get 6 month bonuses and this employee actually hit close to 200% or more than 200% of his annual target, the mean average is people achieving their target is around 80% to 100% plus, you will only given this bonus if only you hit more than 100% of your target. Increment is based on KPI and there is no transparency on the calculations of your increments, they always says is up to management to calculate the increment.",1,Sales and Marketing Executive (Hire Purchase Officer),Seremban,current,1,1,1,1,1,"Any kind of loans, you as a staff will get a lower interest rate",Bad work life balance and overall a bad experience,6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
492,Public-Bank-Berhad,11/1/2023,"Facing different people everyday,solve a lot of problem","A lot of works,busy every day. many many guidelines to follow,attend customer needs ,make customer happy ....... Also a lots of benefits working there Medical claim n bonus",4,CSR,Selangor,current,0,0,0,0,0,,,6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
493,United Overseas Bank,11/1/2023,Fun workplace & Fast Pace,There was training provided. Fun working environment & benefits were great. The workplace culture is enjoyable and colleagous are friendly. Senior/team leaders are very helpful and supportive. Just needed to be mentally strong when communicate with customer.,5,Call Centre Executive (Call Centre),Kuala Lumpur,former,4,5,5,4,5,"Management is great, suppportive subornates, training provided, overtime paid","Short breaks, handling difficult customers",3,40,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=40
494,RHB Bank Berhad,9/1/2023,Hybrid working environment,Working with rhb is pretty exciting. Hybrid working environment. Have bonus even salary is a bit low compared to other banks in the market. Working in aml TM is a very fast paced. Need to meet daily target,3,AML tm,Petaling Jaya,former,4,3,3,2,3,Hybrid working environment.only 2 days in office the rest at home,A bit Stressful with the new management,4,60,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=60
495,RHB Bank Berhad,9/1/2023,Fun workplace,Great experience working here. Great colleagues and environment. Lots of workload but everyone were happy working there. All were helpful and friendly.,4,credit operations executive,Bangi,former,3,3,4,3,4,,,4,60,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=60
496,maybank,5/1/2023,Fun teammates but quite loaded work tasks,"I worked as a protégé trainee here, as for the salary I must say that it is quite not compatible for the workloads but overall the it is acceptable because of the nice surroundings and good colleagues. But it's a fun experience working here!",4,Protégé Trainee,Kuala Lumpur,former,3,4,4,3,3,Flexible working hours,Heavy workloads even for trainee,4,60,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=60
497,Public-Bank-Berhad,3/1/2023,Depend on which branch and which division you are attached to,'-The working environment and culture depends on which branch you are attached to-The salary package and benefits is good -No work-life balance -Lots of paperworks and workloads -Good training base for fresh grads,3,Management trainee (credit),Sarawak,former,2,4,3,2,2,The salary package and benefits is good,'-No work-life balance -Lots of paperworks and workloads -Good training base for fresh grads,6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
498,Cimb-Group,1/1/2023,Great Benefits and income,CIMB is best place to work depending on the position u have and your job role and responsibility.. i was so happy to be part of the team. I was under BDC assign to work at airport. They give unlimited rewards and appreciation if you perform well.. unfortunately the bdc i worked had to close due to covid. I got transferred to brach under FSC PFC role..but im not good with this position so i resigned.,5,Financial Services Consultant,Langkawi,former,5,5,5,5,5,Staff welfare and Benefits,Sometimes we will be transferred,4,60,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=60
499,United Overseas Bank,1/1/2023,A challenging workplace with many concurrent projects to manage and daily back to back projects meetings and software applications testing.,"A well managed organization with strict and extensive risk management in place. Colleagues are all busy with their duties and achieving results leaving very little time for interpersonal interactions. A typical day for Team Lead is packed with projects meeting, discussions leaving very little time to perform paperwork, administrative work, planning and analysis during working hours, as need to work until almost wee hour daily. The hardest part of the job is workload and the most enjoyable part is that you get to learn a lots.",3,Team Lead,Kuala Lumpur,former,2,3,2,2,2,Extreme workload,A place to develop and fully utilize your skills,3,40,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=40
500,Ocbc,25/12/2022,Telegraphic transfer,good learning experience....meet a lot of people.....improve in communication skill...have to work overtime and be carefully in processing the telegraphic transfer,5,INTERN,Kuala Lumpur,former,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=20
501,maybank,21/12/2022,Rewarding but demotivating work culture,You will be well compensated if you excel at work however does not take away the fact that you will undergo terrible stress because of poor management and process flow set by the company.,3,Business analyst,Menara Maybank,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=60
502,Public-Bank-Berhad,15/12/2022,Productive,"Can get a lot of experiences there, learn all the banking regulations and law, is the best service in the banking industry, salary and benefits is good.",4,Customer Service Representative,Perak,current,4,4,4,4,4,Benefits,,6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
503,Ocbc,14/12/2022,Depends on what location & role you are,"I can say I kind of enjoyed when working at ocbc. They provided full training for all the positions, and you are allowed to internally transfer to other roles if you wanted to. You can apply for scholarships if you wanted to further study (but must be related). It's a great start if you are from a small company/industry outside, ocbc benefits are much better than theirs & annual leave is at least 19 days if not mistaken.",3,Personal Financial Consultant,Malaysia,former,3,4,3,2,3,"Medical claims, allowance provided based on position, flex claim (can claim anything)","Stress for sales role, lack of management",2,20,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=20
504,maybank,13/12/2022,Complacent,"From my own experience, most of the staff stays because of the benefits offered by the company i.e medical & hospitalisation, leaves, commissions & incentives",5,Relationship Manager,Selangor,current,3,4,2,3,1,Benefit in kind,Work culture,4,60,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=60
505,maybank,9/12/2022,Productive and fun workspace,"Working as an intern, the managers are very busy with their own tasks but also willing to teach, with patient and humble. Overall a good place to learn as intern.",5,Intern,Kuala Lumpur,former,5,5,5,5,5,,,4,60,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=60
506,maybank,25/11/2022,Rewards awarded base on performance and target achieve,"Is a very established company ,with humanising care to their staff. You can count on it if you want build career path, Maybank has it own methodology upgrade their employees.",5,Head of Support service /Chief Cash Officer,Johor Bahru,former,4,4,4,4,4,During MCO food provided by co's,,4,60,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=60
507,maybank,24/11/2022,"Steep learning curve, but rewarding",Pros: • Good training provided • Healthcare benefit is ok • Easy to apply leave if you meet target • Typical working in a bank perks Cons: • Typical challenges faced by people in sales • Some colleagues are masters of taichi • Incentive is paid after 2 months to reduce turnover rate • Very high turnover rate,3,Personal Financial Advisor,Kuala Lumpur,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=60
508,RHB Bank Berhad,20/11/2022,"High workload, Toxic workplace, low work life balance","Working as part of their sales executive and i gonna said it such a high pressure, toxic workplace to work at. They don't even provide me with a my own workplace as i had to share it with everyone else. The team in here are such a toxic workmates as they all gossiping and being loud and rude to each other. I wish they make a better change on the management part to be more work friendly place.",3,Sales Consultant PF,Ipoh,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=60
509,Ocbc,13/11/2022,Good company but stressful environment,"Good company with lots of benefits, but high target high staff turnover, stressful environment, one bank but many departments inside, each department in charge of their own stuff, don’t expect people from different department will assist you, limited products for sales.",4,Pfc,Sandakan,current,4,5,4,3,4,,,2,20,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=20
510,RHB Bank Berhad,11/11/2022,nil,all well good nice experience working experience good...famiky environment..but living in klang valley the paid will be not enough due to cost living.....,4,executive audit & compliance,Kuala Lumpur,former,4,4,4,3,4,nil,nil,4,60,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=60
511,maybank,6/11/2022,Productive and friendly workplace,"It’s easy and fun job as you just need to attend customer enquiries about Maybank related products and banking procedures. Maybank also provides excellent insurance coverage for you, spouse and children. =D",5,Customer Service Executive,Malaysia,current,4,5,4,3,4,,,4,60,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=60
512,Bank-Rakyat,4/11/2022,okay,overall is okay. extra hours working almost everyday and workload. no proper work process strategy. Depend on the branch manager. quite packed schedule in a day,3,executive,sarawak,former,3,4,3,4,3,,,1,0,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews
513,maybank,31/10/2022,Simple and fun,A very easy atmosphere to learn something new. The management and staff are very caring employees like their own family. A work culture that respects each other. Work in 7 working days.,5,Human Resource Department(Admin),Genting Highlands,former,5,5,5,5,3,accommodation available,7 days working day,4,60,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=60
514,Public-Bank-Berhad,30/10/2022,Good bonus but no work life,Promising bonus and work life balance all depended on your boss and colleague. Job security is high and career progression is good if your sales figures are good.,3,Senior Executive,Kuala Lumpur,current,2,4,4,3,3,Good bonus,No worklife balance,6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
515,maybank,28/10/2022,Fast pace environment,"You'll learn fast in terms of banking knowledge, management skills and interpersonal skills because of the projects, people and guidance you get from working here.",4,Business Analyst,Kuala Lumpur,current,3,4,4,4,4,Lots of career knowledge and exposure to new challenges,,4,60,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=60
516,Cimb-Group,26/10/2022,Good,Best financial organization which will encourage employee to improve his or her skill and knowledge The good things Flexible working time and friendly team mate,3,CCO-Auto Collection & Recovery,Kuala Lumpur,former,3,3,3,3,3,,,4,60,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=60
517,maybank,26/10/2022,Productive & fun work place,"has a work environment and culture that tends to be flexible and relaxed, making new employees feel comfortable and easy to adjust to the environment. being one of the best multinational companies, I think already has a very, very good reputation.",4,Software Consultant (iOS),Kuala Lumpur,former,3,3,3,4,4,,,4,60,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=60
518,RHB Bank Berhad,26/10/2022,Excellent Job Environment.,"Productive Industry, i love it. Best management and best staffs. Hope can get best position again such as Branch Manager or Area Manager. I've submitted my cv for the management to view... After left RHB , now my education qualification is Ex Master in Business Administration.",5,PERSONAL BANKER,Hutan Melintang Perak,former,5,5,5,5,5,,,4,60,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=60
519,Public-Bank-Berhad,25/10/2022,colleagues are helpful,"help to process loan applications, high volume of workload, somehow credit analyst need to do cross selling products, management and workplace culture need to be improve",3,CREDIT ANALYST,Kuala Lumpur,former,1,4,3,2,1,,,6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
520,maybank,21/10/2022,Good fore your resume,For protege it is okay to learn new things Certain department practised hybrid Very high paced and competitive Nice culture No politic office and comfort workplace,3,Protege,Kuala Lumpur,former,2,2,3,3,3,can be absorbed to become execs,No medical coverage,5,80,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=80
521,Ocbc,18/10/2022,High turn over rate especially vendors,Good to gain experience. Job scope is very straightforward although it is fast paced. You will feel different treatment as a vendor against the staff at the client site. You will be forced to stay late by management because of their dinasour mindset where staying late is equivalent to being committed. Management is so desperate they will hire anyone and put the training responsibilities to seniors when they’re already short staffed. They will smooth talk to you by saying you will have increment and promotion. But at the end you will get peanuts.,3,Test Analyst,Kuala Lumpur,former,4,1,1,2,2,You can learn soft skills over the time,No compensation given. No OT. Small amount of medical allowance.,2,20,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=20
522,Public-Bank-Berhad,15/10/2022,So so experience,Nothing much to learn from colleagues and repetitive work. Poor management and outdated equipment. Would not recommend if you are eager to learn something new.,3,Software Engineering Intern,Bandar Baru Bangi,former,0,0,0,0,0,,,6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
523,RHB Bank Berhad,14/10/2022,Best Workplace Ever,Doing Sale with RHB Bank is the best moment that i ever have because at RHB Bank i can make a lot of money. Have a good teamwork and good leader to guide me as a junior staff.,5,Sales Executive,Kuala Lumpur,former,5,5,5,5,5,,,4,60,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=60
524,maybank,11/10/2022,Fun workplace,Has so much elearning to complete & to learn from as u need in-depth knowledge for the job & everyone is very positive & always motivates u to become a better manager,5,Relationship Manager,Johor Bahru,former,5,5,5,5,5,,,5,80,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=80
525,Cimb-Group,6/10/2022,Toxic Sales Environment,Exposed to unrelated management politics. Multiples of reschuffling of management (i.e staffs transfer). Lack of in-depth learning and development between staffs.,3,JUNIOR RELATIONSHIP MANAGER,Kuala Lumpur,former,2,4,3,2,2,,,4,60,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=60
526,Bank-Rakyat,5/10/2022,productive and workload,good environment to learn for fresh graduates. work process is a bit slow have to stay for extra hours almost everyday need to improve work flow and process,3,Branch Executive,Sarawak,former,3,4,3,3,3,the benefits,,1,0,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews
527,Public-Bank-Berhad,5/10/2022,Work culture depends on your division,"Pretty much depends on your boss working style. Certain bosses tend to micromanage, so you are likely to feel more stressed and have less freedom at workplace. Overall, the people here I have dealt with are generally quite nice.",3,Assistant Manager,Klang,current,3,4,4,3,3,"Staff loans, job security","Lack in basic infrastructure, hierarchy in workplace",6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
528,Public-Bank-Berhad,30/9/2022,Good pay and good benefit,"This is not the kind of work you should do if you actually wanted to have a work-life balance. Anyway, my colleagues have been quite helpful. Appreciate!",3,Senior Financial Executive,Sarawak,former,3,4,3,3,3,,,6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
529,HSBC,17/9/2022,Please do not stay for more than 2 years.,5 years and have been transfer to multiple department due to closing team every year learning new job and struggle . Low increment for bank. Sadly low bonus too.,2,Global support executive,Cyberjaya,former,3,2,2,1,4,Good medical benefit,,3,40,https://malaysia.indeed.com/cmp/HSBC/reviews?start=40
530,Ocbc,14/9/2022,Worst workplace,"Management were horrible. Dont work here if u want to find a long career life. Trust me if u jump to this company, within one month u will started to find a new job and the turnover at this company was too high. U can saw everyday there will be a staff that will resign",1,Customer service executive,Kuala Lumpur,former,1,3,1,1,1,,,2,20,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=20
531,United Overseas Bank,12/9/2022,A bit stressful,The job are fun to take as knowledge & experience but bad in culture of work. U can be a good worker if you work with a good leader. Recommend depend on department,5,Junior officer,Kuala Lumpur,former,4,5,4,4,3,,,3,40,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=40
532,Cimb-Group,10/9/2022,No job security and growth,"Management not care about your job growth. Will temminate your contract after the period even perform good they always look for new hires. salary is very low for fresh grad mine was rm2200, medical benefit also low. basically everything is low for contract staff and they dont fight for your wellbeing",2,"Executive Trainee - Audit Confirmation Unit, GIOD Branch Support",Kuala Lumpur,former,4,1,1,2,3,Dont have to work long hours,No career growth,4,60,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=60
533,Cimb-Group,10/9/2022,Qa,No career growth and always on contract then later terminate your contract even if u already pro at the job and boss never fight for you to stay they always look for new hires and not appreciate the existing employees. Very low salary too.,3,QA,Kuala Lumpur,former,4,2,1,2,3,Work life balance,No job security,4,60,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=60
534,HSBC,6/9/2022,Okay workplace,"Great work culture. Can reach 4k salary in 3rd year working. After that have to get promotion for significant salary and bonus increase. High stress, high workload, non stop working environment.",4,Premier Services & Sales,Sepang,former,3,2,5,5,5,Good colleagues and work culture.,Small bonus and increment,3,40,https://malaysia.indeed.com/cmp/HSBC/reviews?start=40
535,HSBC,6/9/2022,Stressful and poor management,Benefit was good and competitive compare to other banks. Good medical insurance and employee perks. Fast paced working environment but toxic people and peers.,3,Analyst,Kuala Lumpur,former,3,3,3,2,2,,,3,40,https://malaysia.indeed.com/cmp/HSBC/reviews?start=40
536,RHB Bank Berhad,5/9/2022,"if you can work under pressure, you can work here",Very little opportunity for growth. Good incentives. Low work life balance. Work under pressure to achieve monthly target. Friendly colleague. Low salary compared to other companies.,4,Collection Officer,Kuala Lumpur,former,3,2,2,3,3,Nice working area,Pressure to achieve target,4,60,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=60
537,Public-Bank-Berhad,3/9/2022,Ok to work here but lately staffs are treated very unfairly,"Was a haven to work in but now after retirement of previous bosses, new bosses not thinking of existing staffs career advancement but instead bringing in new staff",3,Assistant Manager,Kuala Lumpur,current,3,3,3,3,3,,Long working hours...they just want the job to be completed,6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
538,Cimb-Group,2/9/2022,Very good environment but a little bit stressful,"Good started for fresh graduate, because offered competitive salary as living in Kuala Lumpur. But need to ready mental as need to handle different types of customers.",4,Customer service,Kuala Lumpur,current,3,3,3,3,3,Good colleagues,Stress handle different types of customers,4,60,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=60
539,HSBC,30/8/2022,No work life balance. Colleagues are very dominating,"Branch manager was too strict. Did not understand that i have a family. Always make me work till 11pm and no OT given. When i ask, he will say, if you dont like to work just get lost from here. So rude.",4,Financial guide service,Selangor,former,2,3,2,3,3,Friday can have 1 hour break together and healthcare benefits good,No work life balance,3,40,https://malaysia.indeed.com/cmp/HSBC/reviews?start=40
540,United Overseas Bank,30/8/2022,Stern and tensed,You’ll have to ask for permission to even just go to the washroom especially during high call volume. Customer complaint = your problem regardless was just customer’s emotion with the bank Superior shouting here and there to meet SLA 24 hours high call volume They’ll fix your break time means u can’t break with your buddy AL is constantly not being approved have to book months ahead Being trained for many skills means more responsibility but salary remained,3,Senior Officer,Kuala Lumpur,former,1,2,2,1,1,Learned in a hard way,Toxic environment,3,40,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=40
541,Ocbc,24/8/2022,fun colleagues but of course every company have few rotten tomatoes,multi-tasking is a must friendly working environment the hardest part is long working hours and high volume especially after US holiday. limited career growth,5,Assistant Manager,Kuala Lumpur,former,1,3,5,3,2,,,2,20,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=20
542,Public-Bank-Berhad,22/8/2022,High pay and great benefits but expect to work a lot,"Go to the office early in the morning and leaving late, the job is also quite repetitive. But the benefits and pay are really good, the year-end bonus is very generous.",4,Trainee,Penang,current,2,5,5,4,3,"Healthcare, employees benefits, pay, annual leave","long working hours, stressful job",6,100,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=100
